Run,Time,JVM
1,75668,JDK1-1-3
2,75514,JDK1-1-3
3,75228,JDK1-1-3
4,76102,JDK1-1-3
5,76512,JDK1-1-3
6,76159,JDK1-1-3
7,76140,JDK1-1-3
8,74510,JDK1-1-3
9,74377,JDK1-1-3
10,75585,JDK1-1-3
11,75720,JDK1-1-3
12,75359,JDK1-1-3
13,76274,JDK1-1-3
14,75770,JDK1-1-3
15,75425,JDK1-1-3
16,75902,JDK1-1-3
1,75619,JDK2-3-2
2,80324,JDK2-3-2
3,77017,JDK2-3-2
4,74438,JDK2-3-2
5,80799,JDK2-3-2
6,317965,JDK2-3-2
7,79874,JDK2-3-2
8,78269,JDK2-3-2
9,85849,JDK2-3-2
10,76308,JDK2-3-2
11,75543,JDK2-3-2
12,75386,JDK2-3-2
13,75946,JDK2-3-2
14,79760,JDK2-3-2
15,77661,JDK2-3-2
16,76574,JDK2-3-2
1,75031,JDKF
2,75143,JDKF
3,75706,JDKF
4,75296,JDKF
5,75554,JDKF
6,74469,JDKF
7,74479,JDKF
8,75215,JDKF
9,74407,JDKF
10,74673,JDKF
11,75028,JDKF
12,76271,JDKF
13,74521,JDKF
14,76645,JDKF
15,75588,JDKF
16,75552,JDKF
1,74327,JDK8-9-9
2,74808,JDK8-9-9
3,75620,JDK8-9-9
4,76181,JDK8-9-9
5,74737,JDK8-9-9
6,74367,JDK8-9-9
7,74447,JDK8-9-9
8,74996,JDK8-9-9
9,75068,JDK8-9-9
10,75039,JDK8-9-9
11,74571,JDK8-9-9
12,76028,JDK8-9-9
13,75176,JDK8-9-9
14,75563,JDK8-9-9
15,75504,JDK8-9-9
16,75329,JDK8-9-9
1,75513,JDK5-6-7
2,75877,JDK5-6-7
3,76068,JDK5-6-7
4,75232,JDK5-6-7
5,75894,JDK5-6-7
6,75616,JDK5-6-7
7,74990,JDK5-6-7
8,75531,JDK5-6-7
9,75896,JDK5-6-7
10,75379,JDK5-6-7
11,75750,JDK5-6-7
12,75949,JDK5-6-7
13,76198,JDK5-6-7
14,76239,JDK5-6-7
15,74924,JDK5-6-7
16,76256,JDK5-6-7
1,75234,JDKE
2,75546,JDKE
3,75373,JDKE
4,74731,JDKE
5,75882,JDKE
6,74458,JDKE
7,75756,JDKE
8,75666,JDKE
9,75594,JDKE
10,75882,JDKE
11,74179,JDKE
12,75580,JDKE
13,74050,JDKE
14,75144,JDKE
15,75171,JDKE
16,75419,JDKE
1,75276,JDK2-2-1
2,74555,JDK2-2-1
3,75500,JDK2-2-1
4,75481,JDK2-2-1
5,76106,JDK2-2-1
6,75351,JDK2-2-1
7,75466,JDK2-2-1
8,75117,JDK2-2-1
9,75224,JDK2-2-1
10,75102,JDK2-2-1
11,75857,JDK2-2-1
12,77284,JDK2-2-1
13,74749,JDK2-2-1
14,75747,JDK2-2-1
15,74636,JDK2-2-1
16,76756,JDK2-2-1
1,75849,JDK2-2-2
2,75096,JDK2-2-2
3,74877,JDK2-2-2
4,76422,JDK2-2-2
5,76386,JDK2-2-2
6,75595,JDK2-2-2
7,75531,JDK2-2-2
8,76052,JDK2-2-2
9,75334,JDK2-2-2
10,75836,JDK2-2-2
11,77009,JDK2-2-2
12,75822,JDK2-2-2
13,75363,JDK2-2-2
14,74898,JDK2-2-2
15,74573,JDK2-2-2
16,74983,JDK2-2-2
1,77195,JDK5-4-4
2,76889,JDK5-4-4
3,74519,JDK5-4-4
4,74715,JDK5-4-4
5,75968,JDK5-4-4
6,75201,JDK5-4-4
7,77005,JDK5-4-4
8,72763,JDK5-4-4
9,74256,JDK5-4-4
10,75357,JDK5-4-4
11,76457,JDK5-4-4
12,76213,JDK5-4-4
13,74290,JDK5-4-4
14,73580,JDK5-4-4
15,74580,JDK5-4-4
16,76854,JDK5-4-4
1,76184,JDK3-2-1
2,76652,JDK3-2-1
3,74292,JDK3-2-1
4,74886,JDK3-2-1
5,75122,JDK3-2-1
6,75091,JDK3-2-1
7,76118,JDK3-2-1
8,75211,JDK3-2-1
9,75494,JDK3-2-1
10,75015,JDK3-2-1
11,76407,JDK3-2-1
12,74154,JDK3-2-1
13,75242,JDK3-2-1
14,75088,JDK3-2-1
15,75828,JDK3-2-1
16,76046,JDK3-2-1
1,75604,JDK3-2-3
2,75053,JDK3-2-3
3,76332,JDK3-2-3
4,75208,JDK3-2-3
5,76075,JDK3-2-3
6,76363,JDK3-2-3
7,74985,JDK3-2-3
8,75626,JDK3-2-3
9,75020,JDK3-2-3
10,76575,JDK3-2-3
11,75454,JDK3-2-3
12,74954,JDK3-2-3
13,76760,JDK3-2-3
14,75156,JDK3-2-3
15,75266,JDK3-2-3
16,76409,JDK3-2-3
