Time,GC Util
0,0
0,0
670,19
670,19
681,14
681,14
689,142
691,26
697,91
702,48
707,24
707,24
712,84
712,84
722,54
722,54
732,67
732,67
743,64
743,64
752,70
752,70
762,67
762,67
772,67
772,67
782,67
782,67
791,52
791,52
801,70
801,70
809,56
809,56
818,70
818,70
828,72
828,72
837,70
837,70
846,55
846,55
855,67
855,67
865,72
865,72
874,70
874,70
884,70
884,70
893,52
893,52
904,66
904,66
913,65
913,65
926,67
926,67
933,95
938,75
942,78
948,69
952,79
958,103
960,45
960,45
964,82
964,82
968,30
968,30
1454,30
1454,30
2117,197
2485,29
2531,127
2531,127
2605,42
2605,42
2647,219
2667,142
2685,119
2685,119
2704,57
2704,57
2787,36
2787,36
2837,53
2837,53
2870,49
2870,49
2887,205
2906,171
2928,121
2928,121
2958,59
2958,59
3002,152
3002,152
3058,89
3058,89
3080,83
3080,83
3116,157
3116,157
3152,140
3152,140
3207,83
3207,83
3270,94
3270,94
3331,91
3331,91
3373,89
3373,89
3435,65
3435,65
3498,91
3498,91
3572,81
3572,81
3641,98
3641,98
3671,91
3671,91
3733,88
3733,88
3816,96
3816,96
3903,91
3903,91
3996,88
3996,88
4086,89
4086,89
4135,81
