Time,GC Util
0,0
0,0
1196,86
1196,86
1687,77
1687,77
1819,73
1819,73
4133,86
4133,86
4240,81
4240,81
4263,8
4263,8
4396,91
4396,91
4486,93
4486,93
4550,90
4550,90
4589,86
4589,86
4623,92
4623,92
4666,111
4666,111
4731,169
4731,169
4781,169
4781,169
4822,167
4822,167
4868,111
4868,111
4905,168
4905,168
4926,229
4926,229
4993,19
4993,19
5147,244
5147,244
5163,241
5163,241
5176,243
5176,243
5198,245
5198,245
5253,253
5253,253
5298,165
5298,165
5334,210
5334,210
5349,239
5349,239
5364,225
5364,225
5403,249
5403,249
5440,241
5440,241
5457,243
5457,243
5476,225
5476,225
5539,202
5539,202
5614,161
5614,161
5668,114
5668,114
5723,218
5723,218
5741,212
5741,212
5793,235
5793,235
5839,174
5839,174
5869,244
5869,244
5904,246
5904,246
5921,243
5921,243
5960,254
5960,254
5985,248
5985,248
6011,246
6011,246
6030,210
6030,210
6059,239
6059,239
6073,247
6073,247
6091,254
6091,254
6110,246
6110,246
6144,256
6144,256
6171,236
6171,236
6195,185
6195,185
6217,50
6217,50
6266,228
6266,228
6307,181
6307,181
6322,257
6322,257
6349,208
6349,208
6363,247
6363,247
6391,185
6391,185
6411,234
6411,234
6475,230
6475,230
6506,261
6506,261
6552,39
6552,39
6663,245
6663,245
6739,172
6739,172
6804,299
6804,299
6862,337
6862,337
6903,338
6903,338
6935,335
6935,335
6961,355
6961,355
6997,344
6997,344
7039,353
7039,353
7091,363
7091,363
7156,299
7156,299
7217,251
7217,251
7267,365
7267,365
7330,370
7330,370
7434,318
7434,318
7599,366
7599,366
8291,363
8291,363
8319,218
8319,218
8341,353
8341,353
8359,371
8359,371
8384,350
8384,350
8412,375
8412,375
8439,371
8439,371
8464,378
8464,378
8492,354
8492,354
8523,314
8523,314
8550,372
8550,372
8610,371
8610,371
8739,365
8739,365
8801,357
8801,357
8873,298
8873,298
9430,308
9430,308
9895,422
9895,422
10043,461
10043,461
10805,416
10805,416
11043,381
11043,381
11479,229
11479,229
11591,442
11591,442
11794,141
11794,141
12208,391
12208,391
12368,109
