Time,GC Util
0,0
0,0
1537,77
1537,77
2165,75
2165,75
2307,76
2307,76
5105,88
5105,88
5216,90
5216,90
5242,7
5242,7
5381,171
5381,171
5475,170
5475,170
5540,161
5540,161
5589,164
5589,164
5618,177
5618,177
5667,175
5667,175
5685,164
5685,164
5739,173
5739,173
5764,168
5764,168
5777,159
5777,159
5782,14
5782,14
5830,227
5830,227
5900,226
5900,226
5958,192
5958,192
6026,16
6026,16
6087,212
6087,212
6106,225
6106,225
6122,218
6122,218
6127,32
6127,32
6207,233
6207,233
6252,196
6252,196
6292,244
6292,244
6317,247
6317,247
6331,245
6331,245
6388,251
6388,251
6408,229
6408,229
6433,241
6433,241
6492,224
6492,224
6571,182
6571,182
6602,250
6602,250
6646,240
6646,240
6670,245
6670,245
6698,238
6698,238
6740,219
6740,219
6790,170
6790,170
6824,231
6824,231
6857,229
6857,229
6870,237
6870,237
6903,214
6903,214
6925,189
6925,189
6956,222
6956,222
6987,183
6987,183
7017,227
7017,227
7036,222
7036,222
7070,244
7070,244
7103,231
7103,231
7126,219
7126,219
7151,183
7151,183
7190,31
7190,31
7244,232
7244,232
7263,174
7263,174
7285,236
7285,236
7301,225
7301,225
7328,166
7328,166
7358,171
7358,171
7430,181
7430,181
7467,223
7467,223
7500,201
7500,201
7612,255
7612,255
7687,295
7687,295
7726,319
7726,319
7734,200
7734,200
7814,298
7814,298
7865,305
7865,305
7904,381
7904,381
7949,371
7949,371
8000,393
8000,393
8059,405
8059,405
8131,404
8131,404
8188,410
8188,410
8243,274
8243,274
8288,437
8288,437
8333,190
8333,190
8494,449
8494,449
8631,452
8631,452
9404,424
9404,424
9421,445
9421,445
9438,443
9438,443
9454,449
9454,449
9472,436
9472,436
9489,443
9489,443
9505,443
9505,443
9522,442
9522,442
9539,449
9539,449
9555,438
9555,438
9572,436
9572,436
9588,441
9588,441
9609,449
9609,449
9627,453
9627,453
9644,450
9644,450
9661,446
9661,446
9678,442
9678,442
9695,435
9695,435
9749,439
9749,439
9842,420
9842,420
9888,446
9888,446
9926,454
9926,454
9963,454
9963,454
10006,442
10006,442
10056,356
10056,356
10614,436
10614,436
10631,418
10631,418
10990,435
10990,435
11099,436
11099,436
11190,424
11190,424
11273,368
11273,368
11550,343
11550,343
12064,188
12064,188
12360,398
12360,398
12679,417
12679,417
12862,421
12862,421
12892,375
12892,375
12918,429
12918,429
13008,427
13008,427
13072,427
13072,427
13144,407
13144,407
13319,72
13319,72
13593,420
13593,420
13684,427
13684,427
13769,429
13769,429
13800,436
13800,436
13828,384
