Time,GC Util
0,0
0,0
356,20
356,20
540,23
540,23
640,35
640,35
685,199
728,31
791,36
791,36
870,32
870,32
979,37
979,37
1061,211
1146,34
1185,115
1185,115
1214,50
1214,50
1295,36
1295,36
1360,37
1360,37
1433,36
1433,36
1510,35
1510,35
1584,33
1584,33
1677,38
1677,38
1770,36
1770,36
1866,33
1866,33
1953,38
1953,38
1990,230
2036,38
2073,91
2073,91
2116,49
2116,49
2205,36
2205,36
2302,41
2302,41
2395,36
2395,36
2438,203
2492,136
2537,68
2537,68
2591,58
2591,58
2693,38
2693,38
2815,34
2815,34
2919,29
2919,29
2971,225
3026,32
3074,111
3074,111
3130,65
3130,65
3257,43
3257,43
3388,41
3388,41
3515,33
3515,33
3564,220
3607,43
3663,100
3663,100
3724,62
3724,62
3778,237
3832,31
3889,110
3889,110
3947,37
3947,37
4002,240
4041,125
4104,123
4104,123
4159,42
4159,42
4190,200
4240,141
4278,115
4278,115
4332,38
4332,38
4368,240
4412,155
4476,60
4476,60
4528,67
4528,67
4648,39
4648,39
4772,34
4772,34
4811,199
4861,56
4898,114
4898,114
4943,71
4943,71
4992,223
5036,39
5098,124
5098,124
5143,41
5143,41
5190,240
5246,140
5294,117
5294,117
5355,39
5355,39
5403,288
5454,122
5505,147
5505,147
5562,40
5562,40
5667,124
5667,124
5777,85
5777,85
5888,40
5888,40
5941,212
5977,36
6028,156
6028,156
6073,62
6073,62
6123,238
6175,139
6228,51
6228,51
6274,39
6274,39
6330,216
6381,146
6425,83
6425,83
6491,36
6491,36
6544,306
6584,126
6635,6
6669,44
6724,115
6724,115
6776,42
6776,42
6863,39
6863,39
6954,33
6954,33
6974,212
7002,53
7030,86
7030,86
7066,65
7066,65
7127,256
7171,37
7206,137
7206,137
7243,43
7243,43
7282,240
7329,142
7372,102
7372,102
7417,67
7417,67
7456,239
7498,132
7544,107
7544,107
7591,57
7591,57
7634,211
7680,39
7723,78
7723,78
7766,51
7766,51
7797,228
7828,63
7890,111
7890,111
7936,59
7936,59
7979,251
8023,139
8075,71
8075,71
8125,63
8125,63
8175,187
8224,145
8276,6
8322,41
8361,67
8361,67
8410,43
8410,43
8460,175
8508,133
8561,6
8606,65
8659,48
8659,48
8710,39
8710,39
8799,47
8799,47
8844,210
8880,51
8933,9
8970,35
9005,64
9005,64
9033,43
9033,43
9073,181
9109,125
9151,97
9151,97
9183,60
9183,60
9225,233
9262,37
9310,69
9310,69
9346,69
9346,69
9399,240
9432,40
9468,97
9468,97
9500,46
9500,46
9534,222
9566,139
9609,108
9609,108
9646,60
9646,60
9737,39
9737,39
9814,33
9814,33
9850,241
9881,37
9924,87
9924,87
9958,72
9958,72
10008,231
