Time,GC Util
0,0
0,0
1265,16
1265,16
1696,28
1696,28
1827,190
4829,26
4881,125
4881,125
4938,37
4938,37
4989,169
5041,51
5078,117
5078,117
5134,125
5134,125
5194,180
5242,112
5288,59
5288,59
5318,100
5318,100
5348,167
5377,119
5423,98
5423,98
5479,23
5479,23
5511,131
5536,25
5564,89
5564,89
5619,85
5619,85
5645,108
5672,69
5743,30
5743,30
5801,31
5801,31
5879,31
5879,31
5934,31
5934,31
5983,31
5983,31
6030,29
6030,29
6086,34
6086,34
6121,36
6121,36
6247,36
6247,36
6302,32
6302,32
6354,29
6354,29
6419,30
6419,30
6478,30
6478,30
6527,38
6527,38
6571,33
6571,33
6610,25
6610,25
6662,68
6662,68
6711,55
6711,55
6751,72
6751,72
6800,57
6800,57
6860,53
6860,53
6902,61
6902,61
6990,71
6990,71
7115,63
7115,63
7216,114
7284,137
7344,143
7344,143
7385,77
7385,77
7457,170
7457,170
7524,167
7524,167
7596,51
7596,51
7665,160
7665,160
7734,61
7734,61
7804,173
7804,173
7863,131
7907,63
7951,39
8053,74
8125,23
8191,59
8254,23
9416,57
9430,120
9439,64
9449,49
9458,66
9470,47
9480,48
9498,129
9508,64
9520,85
9530,76
9543,101
9552,81
9569,144
9569,144
9580,61
9580,61
9598,71
9598,71
9617,28
9617,28
9635,30
9635,30
9653,31
9653,31
9670,31
9670,31
9687,30
9687,30
9707,32
9707,32
9724,53
9724,53
9740,59
9740,59
9756,42
9756,42
9773,42
9773,42
9790,49
9790,49
9807,38
9807,38
9823,42
9823,42
9840,61
9840,61
9860,52
9860,52
9880,40
9880,40
9899,36
9899,36
9918,62
9918,62
9936,62
9936,62
9954,62
9954,62
9970,54
9970,54
9985,37
9985,37
10000,54
10000,54
10016,49
10016,49
10031,63
10031,63
10046,47
10046,47
10062,49
10062,49
10077,62
10077,62
10092,41
10092,41
10180,63
10180,63
10278,57
10278,57
10346,31
10346,31
10381,235
10411,43
10433,32
10450,44
10466,22
10480,56
10494,28
10507,49
10521,26
10535,56
10549,25
10563,48
10577,26
10590,48
10605,78
10605,78
10620,58
10620,58
10648,54
10648,54
10677,55
10677,55
10708,53
10708,53
10741,33
10741,33
10769,76
10769,76
10796,96
10796,96
10852,66
10852,66
10916,43
10916,43
10971,50
10971,50
11902,59
11902,59
11915,39
11915,39
11923,171
11929,37
11936,89
11942,57
12091,2
12493,64
12521,15
12548,56
12576,40
12603,42
12662,14
12694,61
12729,12
12747,55
12765,22
12781,65
12796,25
12829,67
12865,106
12865,106
12896,58
12896,58
12955,46
12955,46
12983,144
13007,49
13032,26
13055,64
13076,19
13111,49
13175,6
13229,56
13312,9
13544,60
13626,13
13705,53
