Time,GC Util,heapSize,numThreads,GCInterval
0.0,0.0,100,100,10.0
70.0,0.0,100,100,100
447.0,3.0,100,100.0,0.05
2498.0,1.0,100,100.0,10.0
2574.0,2.0,100,100.0,10.0
4965.0,0.0,100,100.0,10.0
8161.0,0.0,100,100.0,10.0
12031.0,0.0,100,100.0,10.0
15090.0,28.0,100.0,100.0,10.0
15197.0,6.0,100.0,100.0,10.0
15251.0,1.0,100.0,100.0,10.0
15573.0,0.0,100.0,100.0,10.0
15765.0,0.0,100.0,100.0,10.0
15869.0,2.0,100.0,100.0,10.0
16022.0,1.0,100.0,100.0,10.0
16050.0,11.0,100.0,100.0,10.0
16438.0,0.0,100.0,100.0,10.0
16647.0,1.0,100.0,100.0,10.0
16925.0,1.0,100.0,100.0,10.0
16945.0,10.0,100.0,100.0,10.0
17064.0,1.0,100.0,100.0,10.0
17094.0,2.0,100.0,100.0,10.0
17103.0,15.0,100.0,100.0,10.0
17110.0,28.0,100.0,100.0,10.0
17133.0,9.0,100.0,100.0,10.0
17145.0,17.0,100.0,100.0,10.0
17154.0,26.0,100.0,100.0,10.0
17213.0,23.0,109.38,100.0,10.0
17277.0,15.0,106.25,100.0,10.0
17647.0,14.0,106.25,100.0,10.0
18585.0,0.0,106.25,100.0,10.0
19870.0,0.0,106.25,100.0,10.0
21101.0,0.0,106.25,100.0,10.0
22309.0,0.0,106.25,100.0,10.0
23537.0,0.0,106.25,100.0,10.0
24774.0,0.0,106.25,100.0,10.0
26155.0,0.0,106.25,100.0,10.0
27386.0,0.0,106.25,100.0,10.0
28651.0,0.0,106.25,100.0,10.0
29964.0,0.0,106.25,100.0,10.0
31411.0,0.0,106.25,100.0,10.0
32751.0,0.0,106.25,100.0,10.0
34273.0,0.0,106.25,100.0,10.0
35623.0,0.0,106.25,100.0,10.0
36842.0,0.0,106.25,100.0,10.0
38065.0,0.0,106.25,100.0,10.0
39517.0,0.0,106.25,100.0,10.0
40986.0,0.0,106.25,100.0,10.0
42493.0,0.0,106.25,100.0,10.0
43886.0,0.0,106.25,100.0,10.0
